label_id,tenant_id,survey_participation_id,participant_id,survey_id,question_id,evaluated_at,score,sentiment,risk_flag,tags,summary,checked_at,created_at,updated_at,should_display,display_label,display_note,severity,confidence,themes,risk_flags,action,label_payload,label_version,prompt_version,label_model,input_fingerprint,labeled_at
1408,34,2928,4220,1772303504538,1054,2026-02-28 20:39:09.572892+00,0.000,,f,[],,2026-02-28 20:40:03.320191+00,2026-02-28 20:40:02.539537+00,2026-02-28 20:40:03.320191+00,f,No actionable feedback,Demographic information only; no feedback provided.,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": ""Demographic information only; no feedback provided."", ""display_label"": ""No actionable feedback"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,c79e6298bf6f308ec64ea569cdec478e4ee6e64d20777e69eae01c1c5a484049,2026-02-28 20:40:03.320191+00
1409,34,2929,4220,1772303504538,1055,2026-02-28 20:39:09.578066+00,0.000,,f,[],,2026-02-28 20:40:03.320191+00,2026-02-28 20:40:02.539537+00,2026-02-28 20:40:03.320191+00,f,No actionable feedback,The answer only provides demographic information.,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": ""The answer only provides demographic information."", ""display_label"": ""No actionable feedback"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,2ac0106fb302c085b3a6db53f4e1d0fe0dd7f19514fbaeae90d4498547a12c99,2026-02-28 20:40:03.320191+00
1410,34,2930,4225,1772303504538,1045,2026-02-28 22:10:02.727117+00,0.000,,f,[],,2026-02-28 22:11:03.00642+00,2026-02-28 22:11:02.206479+00,2026-02-28 22:11:03.00642+00,t,Vizyonun yansıtıldığına dair güçlü onay,"Katılımcı, etkinliğin derneğin vizyonunu kesinlikle yansıttığını belirtiyor.",0.000,1.000,"[""culture""]",[],ignore,"{""action"": ""ignore"", ""themes"": [""culture""], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": ""Katılımcı, etkinliğin derneğin vizyonunu kesinlikle yansıttığını belirtiyor."", ""display_label"": ""Vizyonun yansıtıldığına dair güçlü onay"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1,99cad7f7293d8e4bcab5568390489ac0aca9760a5a86a69f85bfb7b9f4bb2d73,2026-02-28 22:11:03.00642+00
1411,34,2931,4225,1772303504538,1046,2026-02-28 22:10:04.656112+00,0.300,negative,f,"[""kapsayıcılık"", ""uzmanlık"", ""etik değerler"", ""saygı""]","Katılımcı, tüm uzmanlıkların bulunmamasının kapsayıcılık ve etik değerlere yeterince önem verilmediğini düşündüğünü belirtmiştir.",2026-02-28 22:11:03.00642+00,2026-02-28 22:11:02.206479+00,2026-02-28 22:11:03.00642+00,t,Kapsayıcılıkta eksiklik algısı,"Katılımcı, tüm uzmanlıkların etkinlikte yer almamasını kapsayıcılık ve etik değerler açısından eksiklik olarak görüyor.",0.300,0.900,"[""culture"", ""fairness""]",[],watch,"{""action"": ""watch"", ""themes"": [""culture"", ""fairness""], ""severity"": 0.3, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Katılımcı, tüm uzmanlıkların etkinlikte yer almamasını kapsayıcılık ve etik değerler açısından eksiklik olarak görüyor."", ""display_label"": ""Kapsayıcılıkta eksiklik algısı"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1,beea15067ae027ab8e6b103556700b724d7db933aea9e3fb3ade471d0c0730f1,2026-02-28 22:11:03.00642+00
1412,34,2932,4225,1772303504538,1047,2026-02-28 22:10:05.681677+00,1.000,positive,f,"[""olumlu""]",Katılımcı soruya olumlu bir yanıt vermiştir.,2026-02-28 22:11:03.00642+00,2026-02-28 22:11:02.206479+00,2026-02-28 22:11:03.00642+00,f,Olumlu genel memnuniyet,Katılımcı etkinlikten genel olarak memnun kalmıştır.,0.000,0.950,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.95, ""risk_flags"": [], ""display_note"": ""Katılımcı etkinlikten genel olarak memnun kalmıştır."", ""display_label"": ""Olumlu genel memnuniyet"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,237515ea0506715c4ca3408f4396b45fdb055cb7c61298809971fab88c3a5349,2026-02-28 22:11:03.00642+00
1413,34,2933,4225,1772303504538,1048,2026-02-28 22:10:07.227297+00,0.500,neutral,f,"[""vizyon"", ""politika"", ""gelişim""]","Katılımcı, vizyonerlik konusunda politika hazırlama alanında gelişim olabileceğini belirtmiş.",2026-02-28 22:11:03.00642+00,2026-02-28 22:11:02.206479+00,2026-02-28 22:11:03.00642+00,t,Vizyonerlikte gelişim alanı: politika hazırlama,"Katılımcı, etkinliğin vizyonerlik açısından politika hazırlama konusunda daha iyi olabileceğini belirtti.",0.300,0.800,"[""learning_development""]",[],watch,"{""action"": ""watch"", ""themes"": [""learning_development""], ""severity"": 0.3, ""confidence"": 0.8, ""risk_flags"": [], ""display_note"": ""Katılımcı, etkinliğin vizyonerlik açısından politika hazırlama konusunda daha iyi olabileceğini belirtti."", ""display_label"": ""Vizyonerlikte gelişim alanı: politika hazırlama"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1,912afb98f4d37cb742046f9555767bcd27c1288e76285e031b29462e2dddf2a4,2026-02-28 22:11:03.00642+00
1414,34,2934,4225,1772303504538,1049,2026-02-28 22:10:07.233532+00,0.000,,f,[],,2026-02-28 22:11:03.00642+00,2026-02-28 22:11:02.206479+00,2026-02-28 22:11:03.00642+00,f,Sosyal buluşma tercihi,Katılımcı derneğin sosyal buluşma etkinliği düzenlemesini istemiş.,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": ""Katılımcı derneğin sosyal buluşma etkinliği düzenlemesini istemiş."", ""display_label"": ""Sosyal buluşma tercihi"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,cb23f5e4079662ad1375ba9636e8b9838ed08270bc6eff3a022553e6118855c6,2026-02-28 22:11:03.00642+00
1415,34,2935,4225,1772303504538,1050,2026-02-28 22:10:07.238803+00,0.000,,f,[],,2026-02-28 22:11:03.00642+00,2026-02-28 22:11:02.206479+00,2026-02-28 22:11:03.00642+00,f,Etkinlik sıklığı tercihi: yılda 2,Katılımcı etkinliklerin yılda iki kez düzenlenmesini tercih ediyor.,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": ""Katılımcı etkinliklerin yılda iki kez düzenlenmesini tercih ediyor."", ""display_label"": ""Etkinlik sıklığı tercihi: yılda 2"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,a3d5705ef49db5246edb1942f6b3f09d744383fc067a75cc99c8c79ced33256c,2026-02-28 22:11:03.00642+00
1416,34,2936,4225,1772303504538,1051,2026-02-28 22:10:08.329481+00,1.000,positive,f,"[""olumlu"", ""onay""]",Katılımcı soruya olumlu bir yanıt vermiştir.,2026-02-28 22:11:03.00642+00,2026-02-28 22:11:02.206479+00,2026-02-28 22:11:03.00642+00,f,İçerik dengesi olumlu değerlendirildi,"Katılımcı, içeriklerin teknoloji, yenilik ve insan-merkezlilik dengesini sağladığını düşünüyor.",0.000,0.950,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.95, ""risk_flags"": [], ""display_note"": ""Katılımcı, içeriklerin teknoloji, yenilik ve insan-merkezlilik dengesini sağladığını düşünüyor."", ""display_label"": ""İçerik dengesi olumlu değerlendirildi"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,d1ce53aa91b4847d75b0a656bc1d24b998e87c23f1876ed7f9aaa47694d7bc3d,2026-02-28 22:11:03.00642+00
1417,34,2937,4225,1772303504538,1052,2026-02-28 22:10:09.29153+00,1.000,positive,f,"[""olumlu"", ""onay""]",Katılımcı soruya olumlu bir yanıt vermiştir.,2026-02-28 22:11:03.00642+00,2026-02-28 22:11:02.206479+00,2026-02-28 22:11:03.00642+00,f,Olumlu organizasyon değerlendirmesi,Katılımcı organizasyon ve teknik altyapıdan memnun olduğunu belirtmiş.,0.000,0.950,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.95, ""risk_flags"": [], ""display_note"": ""Katılımcı organizasyon ve teknik altyapıdan memnun olduğunu belirtmiş."", ""display_label"": ""Olumlu organizasyon değerlendirmesi"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,32962066cd1d31aeb2c9b0b5a994257bd291673a50a1e5c3a05bb2bf7126f483,2026-02-28 22:11:03.00642+00
1418,34,2938,4225,1772303504538,1053,2026-02-28 22:10:10.368373+00,0.800,positive,f,"[""öneri"", ""enerji"", ""paylaşım""]","Katılımcı, enerji konusunda öneri veya fikirlerini paylaşmak istediğini belirtmiştir.",2026-02-28 22:11:03.00642+00,2026-02-28 22:11:02.206479+00,2026-02-28 22:11:03.00642+00,f,Enerji konusunda öneri paylaşma isteği,"Katılımcı, enerji konusunda öneri veya fikirlerini paylaşmak istediğini belirtmiş.",0.100,0.700,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.1, ""confidence"": 0.7, ""risk_flags"": [], ""display_note"": ""Katılımcı, enerji konusunda öneri veya fikirlerini paylaşmak istediğini belirtmiş."", ""display_label"": ""Enerji konusunda öneri paylaşma isteği"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,89779edc34e156c615330f34843d991c48db18a06b839365b56c8d4f405386a2,2026-02-28 22:11:03.00642+00
1421,34,2949,4308,1772303504538,1053,2026-02-28 22:28:04.551253+00,0.500,neutral,f,"[""öneri yok"", ""nötr""]",Katılımcının şu anda belirli bir önerisi veya paylaşmak istediği bir fikri yok.,2026-02-28 22:29:02.399711+00,2026-02-28 22:29:01.644907+00,2026-02-28 22:29:02.399711+00,f,Belirli öneri yok,Katılımcının şu anda belirli bir önerisi veya paylaşmak istediği bir fikri yok.,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": ""Katılımcının şu anda belirli bir önerisi veya paylaşmak istediği bir fikri yok."", ""display_label"": ""Belirli öneri yok"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,615388b661f02294e56f0b0d3d97455947ddf17d660cd7bc73c93b769582aad3,2026-02-28 22:29:02.399711+00
1422,34,2950,4308,1772303504538,1054,2026-02-28 22:28:04.558062+00,0.000,,f,[],,2026-02-28 22:29:02.399711+00,2026-02-28 22:29:01.644907+00,2026-02-28 22:29:02.399711+00,f,Demographic: Age 65-74,The respondent selected the 65-74 age range.,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": ""The respondent selected the 65-74 age range."", ""display_label"": ""Demographic: Age 65-74"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,d9ebf4c1ee28510f1bf5563998d062c573d31b2f5efd8c689b4af811e77eb32c,2026-02-28 22:29:02.399711+00
1423,34,2951,4308,1772303504538,1055,2026-02-28 22:28:04.56081+00,0.000,,f,[],,2026-02-28 22:29:02.399711+00,2026-02-28 22:29:01.644907+00,2026-02-28 22:29:02.399711+00,f,No actionable feedback,The answer only provides demographic information.,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": ""The answer only provides demographic information."", ""display_label"": ""No actionable feedback"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,7b4ad6ce6ca9b883e34018f58c8ec6f70c020f47f68c5f9b4a6d202a84c4eeff,2026-02-28 22:29:02.399711+00
1424,34,2941,4308,1772303504538,1045,2026-02-28 22:28:04.563507+00,0.000,,f,[],,2026-02-28 22:29:02.399711+00,2026-02-28 22:29:01.644907+00,2026-02-28 22:29:02.399711+00,t,Etkinlik vizyonu güçlü şekilde yansıtıyor,"Katılımcı, etkinliğin derneğin vizyonunu kesinlikle yansıttığını belirtiyor.",0.000,1.000,"[""culture""]",[],ignore,"{""action"": ""ignore"", ""themes"": [""culture""], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": ""Katılımcı, etkinliğin derneğin vizyonunu kesinlikle yansıttığını belirtiyor."", ""display_label"": ""Etkinlik vizyonu güçlü şekilde yansıtıyor"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1,99cad7f7293d8e4bcab5568390489ac0aca9760a5a86a69f85bfb7b9f4bb2d73,2026-02-28 22:29:02.399711+00
1425,34,2942,4308,1772303504538,1046,2026-02-28 22:28:05.73506+00,1.000,positive,f,"[""olumlu""]",Katılımcı soruya olumlu bir yanıt vermiştir.,2026-02-28 22:29:02.399711+00,2026-02-28 22:29:01.644907+00,2026-02-28 22:29:02.399711+00,f,Olumlu kapsayıcılık algısı,Katılımcı etkinlikte etik değerlere önem verildiğini belirtmiş.,0.000,0.800,"[""culture"", ""fairness""]",[],ignore,"{""action"": ""ignore"", ""themes"": [""culture"", ""fairness""], ""severity"": 0.0, ""confidence"": 0.8, ""risk_flags"": [], ""display_note"": ""Katılımcı etkinlikte etik değerlere önem verildiğini belirtmiş."", ""display_label"": ""Olumlu kapsayıcılık algısı"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,f5cf2552070a14a029bf529255d48823559f9f4da478dff753988a255b15c46d,2026-02-28 22:29:02.399711+00
1426,34,2943,4308,1772303504538,1047,2026-02-28 22:28:06.685733+00,1.000,positive,f,"[""olumlu"", ""onay""]",Katılımcı soruya olumlu yanıt vermiştir.,2026-02-28 22:29:02.399711+00,2026-02-28 22:29:01.644907+00,2026-02-28 22:29:02.399711+00,f,Olumlu genel memnuniyet,Katılımcı etkinlikten genel olarak memnun olduğunu belirtmiş.,0.000,0.950,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.95, ""risk_flags"": [], ""display_note"": ""Katılımcı etkinlikten genel olarak memnun olduğunu belirtmiş."", ""display_label"": ""Olumlu genel memnuniyet"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,06f52a7d7b57c208eee6f95504806cfa892e16185d5cd112932d1f386f04582e,2026-02-28 22:29:02.399711+00
1427,34,2944,4308,1772303504538,1048,2026-02-28 22:28:07.843569+00,1.000,positive,f,"[""olumlu""]",Katılımcı soruya olumlu bir yanıt vermiştir.,2026-02-28 22:29:02.399711+00,2026-02-28 22:29:01.644907+00,2026-02-28 22:29:02.399711+00,f,Olumlu etkinlik değerlendirmesi,Katılımcı etkinlik içeriği ve sunumları vizyoner bulmuştur.,0.000,0.900,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Katılımcı etkinlik içeriği ve sunumları vizyoner bulmuştur."", ""display_label"": ""Olumlu etkinlik değerlendirmesi"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,968a80fbc11c26c89ec5754826222b600a71678af913bc503c4b033e401c6a09,2026-02-28 22:29:02.399711+00
1428,34,2945,4308,1772303504538,1049,2026-02-28 22:28:07.848881+00,0.000,,f,[],,2026-02-28 22:29:02.399711+00,2026-02-28 22:29:01.644907+00,2026-02-28 22:29:02.399711+00,f,Sosyal buluşma tercihi,Katılımcı sosyal buluşma etkinliklerinin öncelikli olmasını istemiş.,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": ""Katılımcı sosyal buluşma etkinliklerinin öncelikli olmasını istemiş."", ""display_label"": ""Sosyal buluşma tercihi"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,cb23f5e4079662ad1375ba9636e8b9838ed08270bc6eff3a022553e6118855c6,2026-02-28 22:29:02.399711+00
1429,34,2946,4308,1772303504538,1050,2026-02-28 22:28:07.853955+00,0.000,,f,[],,2026-02-28 22:29:02.399711+00,2026-02-28 22:29:01.644907+00,2026-02-28 22:29:02.399711+00,f,Etkinlik sıklığı tercihi,Katılımcı yılda 2 etkinlik düzenlenmesini tercih ediyor.,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": ""Katılımcı yılda 2 etkinlik düzenlenmesini tercih ediyor."", ""display_label"": ""Etkinlik sıklığı tercihi"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,a3d5705ef49db5246edb1942f6b3f09d744383fc067a75cc99c8c79ced33256c,2026-02-28 22:29:02.399711+00
1430,34,2947,4308,1772303504538,1051,2026-02-28 22:28:08.990169+00,1.000,positive,f,"[""olumlu""]",Katılımcı soruya olumlu bir yanıt vermiştir.,2026-02-28 22:29:02.399711+00,2026-02-28 22:29:01.644907+00,2026-02-28 22:29:02.399711+00,f,İçerik dengesi olumlu değerlendirildi,"Katılımcı, etkinlikteki içeriklerin dengeli olduğunu düşünüyor.",0.000,0.950,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.95, ""risk_flags"": [], ""display_note"": ""Katılımcı, etkinlikteki içeriklerin dengeli olduğunu düşünüyor."", ""display_label"": ""İçerik dengesi olumlu değerlendirildi"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,c30baa5885294e51842f9e76e50bdb579d52791b353c053b6c344f14d29e5f04,2026-02-28 22:29:02.399711+00
1431,34,2948,4308,1772303504538,1052,2026-02-28 22:28:09.818551+00,1.000,positive,f,"[""olumlu""]",Katılımcı soruya olumlu bir yanıt vermiştir.,2026-02-28 22:29:02.399711+00,2026-02-28 22:29:01.644907+00,2026-02-28 22:29:02.399711+00,f,Olumlu fakat detay yok,Katılımcı organizasyon ve teknik altyapıdan memnun olduğunu belirtmiş ancak detay vermemiş.,0.000,0.900,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Katılımcı organizasyon ve teknik altyapıdan memnun olduğunu belirtmiş ancak detay vermemiş."", ""display_label"": ""Olumlu fakat detay yok"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,cf2d6fd6f912a32902742768bd0fbe7d5e948736ff97fb4b9e0851feb4afbed2,2026-02-28 22:29:02.399711+00
1432,34,2952,4260,1772303504538,1045,2026-03-01 03:21:03.161294+00,0.000,,f,[],,2026-03-01 03:22:02.434786+00,2026-03-01 03:22:01.647989+00,2026-03-01 03:22:02.434786+00,t,Etkinlik vizyonu güçlü şekilde yansıtıldı,"Katılımcı, etkinliğin derneğin vizyonunu kesinlikle yansıttığını belirtti.",0.000,1.000,"[""culture""]",[],ignore,"{""action"": ""ignore"", ""themes"": [""culture""], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": ""Katılımcı, etkinliğin derneğin vizyonunu kesinlikle yansıttığını belirtti."", ""display_label"": ""Etkinlik vizyonu güçlü şekilde yansıtıldı"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1,99cad7f7293d8e4bcab5568390489ac0aca9760a5a86a69f85bfb7b9f4bb2d73,2026-03-01 03:22:02.434786+00
1433,34,2953,4260,1772303504538,1046,2026-03-01 03:21:04.63521+00,1.000,positive,f,"[""onay"", ""olumlu""]",Katılımcı soruya olumlu bir yanıt vermiştir.,2026-03-01 03:22:02.434786+00,2026-03-01 03:22:01.647989+00,2026-03-01 03:22:02.434786+00,f,Olumlu kapsayıcılık ve etik algısı,"Katılımcı etkinlikte saygı, kapsayıcılık ve etik değerlere önem verildiğini belirtmiş.",0.000,0.900,"[""culture"", ""fairness""]",[],ignore,"{""action"": ""ignore"", ""themes"": [""culture"", ""fairness""], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Katılımcı etkinlikte saygı, kapsayıcılık ve etik değerlere önem verildiğini belirtmiş."", ""display_label"": ""Olumlu kapsayıcılık ve etik algısı"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,9e23796e5fbd4720ff361457db479326a79a6c23d8d80d472ebf13b51582d109,2026-03-01 03:22:02.434786+00
1434,34,2954,4260,1772303504538,1047,2026-03-01 03:21:05.810738+00,1.000,positive,f,"[""onay"", ""olumlu""]",Katılımcı soruya olumlu bir yanıt vermiştir.,2026-03-01 03:22:02.434786+00,2026-03-01 03:22:01.647989+00,2026-03-01 03:22:02.434786+00,f,Olumlu genel memnuniyet,Katılımcı etkinlikten genel olarak memnun olduğunu belirtmiş.,0.000,0.950,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.95, ""risk_flags"": [], ""display_note"": ""Katılımcı etkinlikten genel olarak memnun olduğunu belirtmiş."", ""display_label"": ""Olumlu genel memnuniyet"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,4b0f5c20b093fa8dcf4849af329c24aeb7891c72e81915dfc9eba28393c8521e,2026-03-01 03:22:02.434786+00
1435,34,2955,4260,1772303504538,1048,2026-03-01 03:21:07.284368+00,1.000,positive,f,"[""onay"", ""olumlu""]",Katılımcı soruya olumlu bir yanıt vermiştir.,2026-03-01 03:22:02.434786+00,2026-03-01 03:22:01.647989+00,2026-03-01 03:22:02.434786+00,f,Olumlu ve kısa yanıt,Katılımcı etkinlik içeriği ve sunumların vizyoner olduğunu belirtmiş.,0.000,0.900,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Katılımcı etkinlik içeriği ve sunumların vizyoner olduğunu belirtmiş."", ""display_label"": ""Olumlu ve kısa yanıt"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,8e68a790a394378f21689eeef96a47f189633a3afcb8542c51b4d9810720aa82,2026-03-01 03:22:02.434786+00
1436,34,2956,4260,1772303504538,1049,2026-03-01 03:21:07.290788+00,0.000,,f,[],,2026-03-01 03:22:02.434786+00,2026-03-01 03:22:01.647989+00,2026-03-01 03:22:02.434786+00,f,Sosyal buluşma tercihi,Katılımcı sosyal buluşma etkinliklerinin öncelikli olmasını istemiş.,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": ""Katılımcı sosyal buluşma etkinliklerinin öncelikli olmasını istemiş."", ""display_label"": ""Sosyal buluşma tercihi"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,cb23f5e4079662ad1375ba9636e8b9838ed08270bc6eff3a022553e6118855c6,2026-03-01 03:22:02.434786+00
1437,34,2957,4260,1772303504538,1050,2026-03-01 03:21:07.296165+00,0.000,,f,[],,2026-03-01 03:22:02.434786+00,2026-03-01 03:22:01.647989+00,2026-03-01 03:22:02.434786+00,f,Etkinlik sıklığı tercihi belirtildi,Katılımcı etkinliklerin iki ayda bir düzenlenmesini tercih ediyor.,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": ""Katılımcı etkinliklerin iki ayda bir düzenlenmesini tercih ediyor."", ""display_label"": ""Etkinlik sıklığı tercihi belirtildi"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,bf2201fe62b48cbc54ad2e21512e6d48a79f17cd7632d7566a3e3c9407331b02,2026-03-01 03:22:02.434786+00
1438,34,2958,4260,1772303504538,1051,2026-03-01 03:21:08.799367+00,1.000,positive,f,"[""onay"", ""olumlu""]",Katılımcı soruya olumlu bir yanıt vermiştir.,2026-03-01 03:22:02.434786+00,2026-03-01 03:22:01.647989+00,2026-03-01 03:22:02.434786+00,f,Olumlu içerik dengesi yanıtı,Katılımcı içerik dengesini olumlu bulduğunu belirtmiş.,0.000,0.900,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Katılımcı içerik dengesini olumlu bulduğunu belirtmiş."", ""display_label"": ""Olumlu içerik dengesi yanıtı"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1,eebf2aa85895f725f4d1a0b9c730cf92e4a05bb736f80e0681921c7948268436,2026-03-01 03:22:02.434786+00
